ROME|famille|domaine|metier|label|slugs|famille_label|domaine_label
K1205|K|12|05|Information sociale|information-sociale|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Action sociale, socio-éducative et socio-culturelle
K1206|K|12|06|Intervention socioculturelle|intervention-socioculturelle|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Action sociale, socio-éducative et socio-culturelle
K1207|K|12|07|Intervention socioéducative|intervention-socioeducative|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Action sociale, socio-éducative et socio-culturelle
K1301|K|13|01|Accompagnement médicosocial|accompagnement-medicosocial|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Aide à la vie quotidienne
K1302|K|13|02|Assistance auprès d'adultes|assistance-aupres-d-adultes|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Aide à la vie quotidienne
K1303|K|13|03|Assistance auprès d'enfants|assistance-aupres-d-enfants|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Aide à la vie quotidienne
K1304|K|13|04|Services domestiques|services-domestiques|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Aide à la vie quotidienne
K1305|K|13|05|Intervention sociale et familiale|intervention-sociale-et-familiale|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Aide à la vie quotidienne
K1401|K|14|01|Conception et pilotage de la politique des pouvoirs publics|conception-et-pilotage-de-la-politique-des-pouvoirs-publics|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Conception et mise en oeuvre des politiques publiques
K1402|K|14|02|Conseil en Santé Publique|conseil-en-sante-publique|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Conception et mise en oeuvre des politiques publiques
K1403|K|14|03|Management de structure de santé, sociale ou pénitentiaire|management-de-structure-de-sante-sociale-ou-penitentiaire|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Conception et mise en oeuvre des politiques publiques
K1404|K|14|04|Mise en oeuvre et pilotage de la politique des pouvoirs publics|mise-en-oeuvre-et-pilotage-de-la-politique-des-pouvoirs-publics|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Conception et mise en oeuvre des politiques publiques
K1405|K|14|05|Représentation de l'Etat sur le territoire national ou international|representation-de-l-etat-sur-le-territoire-national-ou-international|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Conception et mise en oeuvre des politiques publiques
K1501|K|15|01|Application des règles financières publiques|application-des-regles-financieres-publiques|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Contrôle public
K1502|K|15|02|Contrôle et inspection des Affaires Sociales|controle-et-inspection-des-affaires-sociales|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Contrôle public
K1503|K|15|03|Contrôle et inspection des impôts|controle-et-inspection-des-impots|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Contrôle public
K1504|K|15|04|Contrôle et inspection du Trésor Public|controle-et-inspection-du-tresor-public|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Contrôle public
K1505|K|15|05|Protection des consommateurs et contrôle des échanges commerciaux|protection-des-consommateurs-et-controle-des-echanges-commerciaux|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Contrôle public
K1601|K|16|01|Gestion de l'information et de la documentation|gestion-de-l-information-et-de-la-documentation|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Culture et gestion documentaire
K1602|K|16|02|Gestion de patrimoine culturel|gestion-de-patrimoine-culturel|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Culture et gestion documentaire
K1701|K|17|01|Personnel de la Défense|personnel-de-la-defense|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Défense, sécurité publique et secours
K1702|K|17|02|Direction de la sécurité civile et des secours|direction-de-la-securite-civile-et-des-secours|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Défense, sécurité publique et secours
K1703|K|17|03|Direction opérationnelle de la défense|direction-operationnelle-de-la-defense|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Défense, sécurité publique et secours
K1704|K|17|04|Management de la sécurité publique|management-de-la-securite-publique|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Défense, sécurité publique et secours
K1705|K|17|05|Sécurité civile et secours|securite-civile-et-secours|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Défense, sécurité publique et secours
K1706|K|17|06|Sécurité publique|securite-publique|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Défense, sécurité publique et secours
K1707|K|17|07|Surveillance municipale|surveillance-municipale|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Défense, sécurité publique et secours
K1801|K|18|01|Conseil en emploi et insertion socioprofessionnelle|conseil-en-emploi-et-insertion-socioprofessionnelle|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Développement territorial et emploi
K1802|K|18|02|Développement local|developpement-local|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Développement territorial et emploi
K1901|K|19|01|Aide et médiation judiciaire|aide-et-mediation-judiciaire|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Droit
K1902|K|19|02|Collaboration juridique|collaboration-juridique|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Droit
K1903|K|19|03|Défense et conseil juridique|defense-et-conseil-juridique|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Droit
K1904|K|19|04|Magistrature|magistrature|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Droit
K2101|K|21|01|Conseil en formation|conseil-en-formation|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Formation initiale et continue
K2102|K|21|02|Coordination pédagogique|coordination-pedagogique|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Formation initiale et continue
K2103|K|21|03|Direction d'établissement et d'enseignement|direction-d-etablissement-et-d-enseignement|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Formation initiale et continue
K2104|K|21|04|Éducation et surveillance au sein d'établissements d'enseignement|education-et-surveillance-au-sein-d-etablissements-d-enseignement|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Formation initiale et continue
K2105|K|21|05|Enseignement artistique|enseignement-artistique|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Formation initiale et continue
K2106|K|21|06|Enseignement des écoles|enseignement-des-ecoles|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Formation initiale et continue
K2107|K|21|07|Enseignement général du second degré|enseignement-general-du-second-degre|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Formation initiale et continue
K2108|K|21|08|Enseignement supérieur|enseignement-superieur|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Formation initiale et continue
K2109|K|21|09|Enseignement technique et professionnel|enseignement-technique-et-professionnel|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Formation initiale et continue
K2110|K|21|10|Formation en conduite de véhicules|formation-en-conduite-de-vehicules|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Formation initiale et continue
K2111|K|21|11|Formation professionnelle|formation-professionnelle|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Formation initiale et continue
K2112|K|21|12|Orientation scolaire et professionnelle|orientation-scolaire-et-professionnelle|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Formation initiale et continue
K2201|K|22|01|Blanchisserie industrielle|blanchisserie-industrielle|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Nettoyage et propreté industriels
K2202|K|22|02|Lavage de vitres|lavage-de-vitres|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Nettoyage et propreté industriels
K2203|K|22|03|Management et inspection en propreté de locaux|management-et-inspection-en-proprete-de-locaux|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Nettoyage et propreté industriels
K2204|K|22|04|Nettoyage de locaux|nettoyage-de-locaux|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Nettoyage et propreté industriels
K2301|K|23|01|Distribution et assainissement d'eau|distribution-et-assainissement-d-eau|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Propreté et environnement urbain
K2302|K|23|02|Management et inspection en environnement urbain|management-et-inspection-en-environnement-urbain|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Propreté et environnement urbain
K2303|K|23|03|Nettoyage des espaces urbains|nettoyage-des-espaces-urbains|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Propreté et environnement urbain
K2304|K|23|04|Revalorisation de produits industriels|revalorisation-de-produits-industriels|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Propreté et environnement urbain
K2305|K|23|05|Salubrité et traitement de nuisibles|salubrite-et-traitement-de-nuisibles|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Propreté et environnement urbain
K2306|K|23|06|Supervision d'exploitation éco-industrielle|supervision-d-exploitation-eco-industrielle|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Propreté et environnement urbain
K2401|K|24|01|Recherche en sciences de l'homme et de la société|recherche-en-sciences-de-l-homme-et-de-la-societe|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Recherche
K2402|K|24|02|Recherche en sciences de l'univers, de la matière et du vivant|recherche-en-sciences-de-l-univers-de-la-matiere-et-du-vivant|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Recherche
K2501|K|25|01|Gardiennage de locaux|gardiennage-de-locaux|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Sécurité privée
K2502|K|25|02|Management de sécurité privée|management-de-securite-privee|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Sécurité privée
K2503|K|25|03|Sécurité et surveillance privées|securite-et-surveillance-privees|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Sécurité privée
K2601|K|26|01|Conduite d'opérations funéraires|conduite-d-operations-funeraires|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Services funéraires
K2602|K|26|02|Conseil en services funéraires|conseil-en-services-funeraires|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Services funéraires
K2603|K|26|03|Thanatopraxie|thanatopraxie|SERVICES A LA PERSONNE ET A LA COLLECTIVITE|Services funéraires
L1101|L|11|01|Animation musicale et scénique|animation-musicale-et-scenique|SPECTACLE|Animation de spectacles
L1102|L|11|02|Mannequinat et pose artistique|mannequinat-et-pose-artistique|SPECTACLE|Animation de spectacles
L1103|L|11|03|Présentation de spectacles ou d'émissions|presentation-de-spectacles-ou-d-emissions|SPECTACLE|Animation de spectacles
L1201|L|12|01|Danse|danse|SPECTACLE|Artistes - interprètes du spectacle
L1202|L|12|02|Musique et chant|musique-et-chant|SPECTACLE|Artistes - interprètes du spectacle
L1203|L|12|03|Art dramatique|art-dramatique|SPECTACLE|Artistes - interprètes du spectacle
L1204|L|12|04|Arts du cirque et arts visuels|arts-du-cirque-et-arts-visuels|SPECTACLE|Artistes - interprètes du spectacle
L1301|L|13|01|Mise en scène de spectacles vivants|mise-en-scene-de-spectacles-vivants|SPECTACLE|Conception et production de spectacles
L1302|L|13|02|Production et administration spectacle, cinéma et audiovisuel|production-et-administration-spectacle-cinema-et-audiovisuel|SPECTACLE|Conception et production de spectacles
L1303|L|13|03|Promotion d'artistes et de spectacles|promotion-d-artistes-et-de-spectacles|SPECTACLE|Conception et production de spectacles
L1304|L|13|04|Réalisation cinématographique et audiovisuelle|realisation-cinematographique-et-audiovisuelle|SPECTACLE|Conception et production de spectacles
L1401|L|14|01|Sportif professionnel|sportif-professionnel|SPECTACLE|Sport professionnel
L1501|L|15|01|Coiffure et maquillage spectacle|coiffure-et-maquillage-spectacle|SPECTACLE|Techniciens du spectacle
L1502|L|15|02|Costume et habillage spectacle|costume-et-habillage-spectacle|SPECTACLE|Techniciens du spectacle
L1503|L|15|03|Décor et accessoires spectacle|decor-et-accessoires-spectacle|SPECTACLE|Techniciens du spectacle
L1504|L|15|04|Éclairage spectacle|eclairage-spectacle|SPECTACLE|Techniciens du spectacle
L1505|L|15|05|Image cinématographique et télévisuelle|image-cinematographique-et-televisuelle|SPECTACLE|Techniciens du spectacle
L1506|L|15|06|Machinerie spectacle|machinerie-spectacle|SPECTACLE|Techniciens du spectacle
L1507|L|15|07|Montage et post-production|montage-et-post-production|SPECTACLE|Techniciens du spectacle
L1508|L|15|08|Prise de son et sonorisation|prise-de-son-et-sonorisation|SPECTACLE|Techniciens du spectacle
L1509|L|15|09|Régie générale|regie-generale|SPECTACLE|Techniciens du spectacle
M1101|M|11|01|Achats|achats|SUPPORT A L'ENTREPRISE|Achats
M1102|M|11|02|Direction des achats|direction-des-achats|SUPPORT A L'ENTREPRISE|Achats
M1201|M|12|01|Analyse et ingénierie financière|analyse-et-ingenierie-financiere|SUPPORT A L'ENTREPRISE|Comptabilité et gestion
M1202|M|12|02|Audit et contrôle comptables et financiers|audit-et-controle-comptables-et-financiers|SUPPORT A L'ENTREPRISE|Comptabilité et gestion
M1203|M|12|03|Comptabilité|comptabilite|SUPPORT A L'ENTREPRISE|Comptabilité et gestion
M1204|M|12|04|Contrôle de gestion|controle-de-gestion|SUPPORT A L'ENTREPRISE|Comptabilité et gestion
M1205|M|12|05|Direction administrative et financière|direction-administrative-et-financiere|SUPPORT A L'ENTREPRISE|Comptabilité et gestion
M1206|M|12|06|Management de groupe ou de service comptable|management-de-groupe-ou-de-service-comptable|SUPPORT A L'ENTREPRISE|Comptabilité et gestion
M1207|M|12|07|Trésorerie et financement|tresorerie-et-financement|SUPPORT A L'ENTREPRISE|Comptabilité et gestion
M1301|M|13|01|Direction de grande entreprise ou d'établissement public|direction-de-grande-entreprise-ou-d-etablissement-public|SUPPORT A L'ENTREPRISE|Direction d'entreprise
M1302|M|13|02|Direction de petite ou moyenne entreprise|direction-de-petite-ou-moyenne-entreprise|SUPPORT A L'ENTREPRISE|Direction d'entreprise
M1401|M|14|01|Conduite d'enquêtes|conduite-d-enquetes|SUPPORT A L'ENTREPRISE|Organisation et études
M1402|M|14|02|Conseil en organisation et management d'entreprise|conseil-en-organisation-et-management-d-entreprise|SUPPORT A L'ENTREPRISE|Organisation et études
M1403|M|14|03|Études et prospectives socio-économiques|etudes-et-prospectives-socio-economiques|SUPPORT A L'ENTREPRISE|Organisation et études
M1404|M|14|04|Management et gestion d'enquêtes|management-et-gestion-d-enquetes|SUPPORT A L'ENTREPRISE|Organisation et études
M1501|M|15|01|Assistanat en ressources humaines|assistanat-en-ressources-humaines|SUPPORT A L'ENTREPRISE|Ressources humaines
M1502|M|15|02|Développement des ressources humaines|developpement-des-ressources-humaines|SUPPORT A L'ENTREPRISE|Ressources humaines
M1503|M|15|03|Management des ressources humaines|management-des-ressources-humaines|SUPPORT A L'ENTREPRISE|Ressources humaines
M1601|M|16|01|Accueil et renseignements|accueil-et-renseignements|SUPPORT A L'ENTREPRISE|Secrétariat et assistance
M1602|M|16|02|Opérations administratives|operations-administratives|SUPPORT A L'ENTREPRISE|Secrétariat et assistance
M1603|M|16|03|Distribution de documents|distribution-de-documents|SUPPORT A L'ENTREPRISE|Secrétariat et assistance
M1604|M|16|04|Assistanat de direction|assistanat-de-direction|SUPPORT A L'ENTREPRISE|Secrétariat et assistance
M1605|M|16|05|Assistanat technique et administratif|assistanat-technique-et-administratif|SUPPORT A L'ENTREPRISE|Secrétariat et assistance
M1606|M|16|06|Saisie de données|saisie-de-donnees|SUPPORT A L'ENTREPRISE|Secrétariat et assistance
M1607|M|16|07|Secrétariat|secretariat|SUPPORT A L'ENTREPRISE|Secrétariat et assistance
M1608|M|16|08|Secrétariat comptable|secretariat-comptable|SUPPORT A L'ENTREPRISE|Secrétariat et assistance
M1609|M|16|09|Secrétariat et assistanat médical ou médico-social|secretariat-et-assistanat-medical-ou-medico-social|SUPPORT A L'ENTREPRISE|Secrétariat et assistance
M1701|M|17|01|Administration des ventes|administration-des-ventes|SUPPORT A L'ENTREPRISE|Stratégie commerciale, marketing et supervision des ventes
M1702|M|17|02|Analyse de tendance|analyse-de-tendance|SUPPORT A L'ENTREPRISE|Stratégie commerciale, marketing et supervision des ventes
M1703|M|17|03|Management et gestion de produit|management-et-gestion-de-produit|SUPPORT A L'ENTREPRISE|Stratégie commerciale, marketing et supervision des ventes
M1704|M|17|04|Management relation clientèle|management-relation-clientele|SUPPORT A L'ENTREPRISE|Stratégie commerciale, marketing et supervision des ventes
M1705|M|17|05|Marketing|marketing|SUPPORT A L'ENTREPRISE|Stratégie commerciale, marketing et supervision des ventes
M1706|M|17|06|Promotion des ventes|promotion-des-ventes|SUPPORT A L'ENTREPRISE|Stratégie commerciale, marketing et supervision des ventes
M1707|M|17|07|Stratégie commerciale|strategie-commerciale|SUPPORT A L'ENTREPRISE|Stratégie commerciale, marketing et supervision des ventes
M1801|M|18|01|Administration de systèmes d'information|administration-de-systemes-d-information|SUPPORT A L'ENTREPRISE|Systèmes d'information et de télécommunication
M1802|M|18|02|Expertise et support technique en systèmes d'information|expertise-et-support-technique-en-systemes-d-information|SUPPORT A L'ENTREPRISE|Systèmes d'information et de télécommunication
M1803|M|18|03|Direction des systèmes d'information|direction-des-systemes-d-information|SUPPORT A L'ENTREPRISE|Systèmes d'information et de télécommunication
M1804|M|18|04|Études et développement de réseaux de télécoms|etudes-et-developpement-de-reseaux-de-telecoms|SUPPORT A L'ENTREPRISE|Systèmes d'information et de télécommunication
M1805|M|18|05|Études et développement informatique|etudes-et-developpement-informatique|SUPPORT A L'ENTREPRISE|Systèmes d'information et de télécommunication
M1806|M|18|06|Conseil et maîtrise d'ouvrage en systèmes d'information|conseil-et-maitrise-d-ouvrage-en-systemes-d-information|SUPPORT A L'ENTREPRISE|Systèmes d'information et de télécommunication
M1807|M|18|07|Exploitation de systèmes de communication et de commandement|exploitation-de-systemes-de-communication-et-de-commandement|SUPPORT A L'ENTREPRISE|Systèmes d'information et de télécommunication
M1808|M|18|08|Information géographique|information-geographique|SUPPORT A L'ENTREPRISE|Systèmes d'information et de télécommunication
M1809|M|18|09|Information météorologique|information-meteorologique|SUPPORT A L'ENTREPRISE|Systèmes d'information et de télécommunication
M1810|M|18|10|Production et exploitation de systèmes d'information|production-et-exploitation-de-systemes-d-information|SUPPORT A L'ENTREPRISE|Systèmes d'information et de télécommunication
N1101|N|11|01|Conduite d'engins de déplacement des charges|conduite-d-engins-de-deplacement-des-charges|TRANSPORT ET LOGISTIQUE|Magasinage, manutention des charges et déménagement
N1102|N|11|02|Déménagement|demenagement|TRANSPORT ET LOGISTIQUE|Magasinage, manutention des charges et déménagement
N1103|N|11|03|Magasinage et préparation de commandes|magasinage-et-preparation-de-commandes|TRANSPORT ET LOGISTIQUE|Magasinage, manutention des charges et déménagement
N1104|N|11|04|Manoeuvre et conduite d'engins lourds de manutention|manoeuvre-et-conduite-d-engins-lourds-de-manutention|TRANSPORT ET LOGISTIQUE|Magasinage, manutention des charges et déménagement
N1105|N|11|05|Manutention manuelle de charges|manutention-manuelle-de-charges|TRANSPORT ET LOGISTIQUE|Magasinage, manutention des charges et déménagement
N1201|N|12|01|Affrètement transport|affretement-transport|TRANSPORT ET LOGISTIQUE|Organisation de la circulation des marchandises
N1202|N|12|02|Gestion des opérations de circulation internationale des marchandises|gestion-des-operations-de-circulation-internationale-des-marchandises|TRANSPORT ET LOGISTIQUE|Organisation de la circulation des marchandises
N1301|N|13|01|Conception et organisation de la chaîne logistique|conception-et-organisation-de-la-chaine-logistique|TRANSPORT ET LOGISTIQUE|Personnel d'encadrement
N1302|N|13|02|Direction de site logistique|direction-de-site-logistique|TRANSPORT ET LOGISTIQUE|Personnel d'encadrement
N1303|N|13|03|Intervention technique d'exploitation logistique|intervention-technique-d-exploitation-logistique|TRANSPORT ET LOGISTIQUE|Personnel d'encadrement
N2101|N|21|01|Navigation commerciale aérienne|navigation-commerciale-aerienne|TRANSPORT ET LOGISTIQUE|Personnel navigant du transport aérien
N2102|N|21|02|Pilotage et navigation technique aérienne|pilotage-et-navigation-technique-aerienne|TRANSPORT ET LOGISTIQUE|Personnel navigant du transport aérien
N2201|N|22|01|Personnel d'escale aéroportuaire|personnel-d-escale-aeroportuaire|TRANSPORT ET LOGISTIQUE|Personnel sédentaire du transport aérien
N2202|N|22|02|Contrôle de la navigation aérienne|controle-de-la-navigation-aerienne|TRANSPORT ET LOGISTIQUE|Personnel sédentaire du transport aérien
N2203|N|22|03|Exploitation des pistes aéroportuaires|exploitation-des-pistes-aeroportuaires|TRANSPORT ET LOGISTIQUE|Personnel sédentaire du transport aérien
N2204|N|22|04|Préparation des vols|preparation-des-vols|TRANSPORT ET LOGISTIQUE|Personnel sédentaire du transport aérien
N2205|N|22|05|Direction d'escale et exploitation aéroportuaire|direction-d-escale-et-exploitation-aeroportuaire|TRANSPORT ET LOGISTIQUE|Personnel sédentaire du transport aérien
N3101|N|31|01|Encadrement de la navigation maritime|encadrement-de-la-navigation-maritime|TRANSPORT ET LOGISTIQUE|Personnel navigant du transport maritime et fluvial
N3102|N|31|02|Equipage de la navigation maritime|equipage-de-la-navigation-maritime|TRANSPORT ET LOGISTIQUE|Personnel navigant du transport maritime et fluvial
N3103|N|31|03|Navigation fluviale|navigation-fluviale|TRANSPORT ET LOGISTIQUE|Personnel navigant du transport maritime et fluvial
N3201|N|32|01|Exploitation des opérations portuaires et du transport maritime|exploitation-des-operations-portuaires-et-du-transport-maritime|TRANSPORT ET LOGISTIQUE|Personnel sédentaire du transport maritime et fluvial
N3202|N|32|02|Exploitation du transport fluvial|exploitation-du-transport-fluvial|TRANSPORT ET LOGISTIQUE|Personnel sédentaire du transport maritime et fluvial
N3203|N|32|03|Manutention portuaire|manutention-portuaire|TRANSPORT ET LOGISTIQUE|Personnel sédentaire du transport maritime et fluvial
N4101|N|41|01|Conduite de transport de marchandises sur longue distance|conduite-de-transport-de-marchandises-sur-longue-distance|TRANSPORT ET LOGISTIQUE|Personnel de conduite du transport routier
N4102|N|41|02|Conduite de transport de particuliers|conduite-de-transport-de-particuliers|TRANSPORT ET LOGISTIQUE|Personnel de conduite du transport routier
N4103|N|41|03|Conduite de transport en commun sur route|conduite-de-transport-en-commun-sur-route|TRANSPORT ET LOGISTIQUE|Personnel de conduite du transport routier
N4104|N|41|04|Courses et livraisons express|courses-et-livraisons-express|TRANSPORT ET LOGISTIQUE|Personnel de conduite du transport routier
N4105|N|41|05|Conduite et livraison par tournées sur courte distance|conduite-et-livraison-par-tournees-sur-courte-distance|TRANSPORT ET LOGISTIQUE|Personnel de conduite du transport routier
N4201|N|42|01|Direction d'exploitation des transports routiers de marchandises|direction-d-exploitation-des-transports-routiers-de-marchandises|TRANSPORT ET LOGISTIQUE|Personnel d'encadrement du transport routier
N4202|N|42|02|Direction d'exploitation des transports routiers de personnes|direction-d-exploitation-des-transports-routiers-de-personnes|TRANSPORT ET LOGISTIQUE|Personnel d'encadrement du transport routier
N4203|N|42|03|Intervention technique d'exploitation des transports routiers de marchandises|intervention-technique-d-exploitation-des-transports-routiers-de-marchandises|TRANSPORT ET LOGISTIQUE|Personnel d'encadrement du transport routier
N4204|N|42|04|Intervention technique d'exploitation des transports routiers de personnes|intervention-technique-d-exploitation-des-transports-routiers-de-personnes|TRANSPORT ET LOGISTIQUE|Personnel d'encadrement du transport routier
N4301|N|43|01|Conduite sur rails|conduite-sur-rails|TRANSPORT ET LOGISTIQUE|Personnel navigant du transport terrestre
N4302|N|43|02|Contrôle des transports en commun|controle-des-transports-en-commun|TRANSPORT ET LOGISTIQUE|Personnel navigant du transport terrestre
N4401|N|44|01|Circulation du réseau ferré|circulation-du-reseau-ferre|TRANSPORT ET LOGISTIQUE|Personnel sédentaire du transport ferroviaire et réseau filo guidé
N4402|N|44|02|Exploitation et manoeuvre des remontées mécaniques|exploitation-et-manoeuvre-des-remontees-mecaniques|TRANSPORT ET LOGISTIQUE|Personnel sédentaire du transport ferroviaire et réseau filo guidé
N4403|N|44|03|Manoeuvre du réseau ferré|manoeuvre-du-reseau-ferre|TRANSPORT ET LOGISTIQUE|Personnel sédentaire du transport ferroviaire et réseau filo guidé
