OGR|ROME1|ROME2|ROME3|label|ROME|slugs
12069|H|22|05|Chef de bois|H2205|chef-de-bois
12424|H|22|05|Chef d'équipe de parc à bois|H2205|chef-d-equipe-de-parc-a-bois
12425|H|22|05|Chef d'équipe de parc à grumes|H2205|chef-d-equipe-de-parc-a-grumes
12431|H|22|05|Chef d'équipe de scierie|H2205|chef-d-equipe-de-scierie
12651|H|22|05|Classeur / Classeuse de bois|H2205|classeur-classeuse-de-bois
12653|H|22|05|Classeur / Classeuse qualité en première transformation du bois|H2205|classeur-classeuse-qualite-en-premiere-transformation-du-bois
12988|H|22|05|Conducteur / Conductrice de ligne de sciage bois|H2205|conducteur-conductrice-de-ligne-de-sciage-bois
13099|H|22|05|Conducteur / Conductrice de massicot en première transformation du bois|H2205|conducteur-conductrice-de-massicot-en-premiere-transformation-du-bois
13178|H|22|05|Conducteur / Conductrice de séchoirs en première transformation du bois|H2205|conducteur-conductrice-de-sechoirs-en-premiere-transformation-du-bois
13312|H|22|05|Conducteur opérateur / Conductrice opératrice de scierie|H2205|conducteur-operateur-conductrice-operatrice-de-scierie
13945|H|22|05|Déligneur / Déligneuse|H2205|deligneur-deligneuse
13987|H|22|05|Dérouleur / Dérouleuse en première transformation du bois|H2205|derouleur-derouleuse-en-premiere-transformation-du-bois
14571|H|22|05|Ecorceur / Ecorceuse de scierie|H2205|ecorceur-ecorceuse-de-scierie
15066|H|22|05|Fendeur / Fendeuse de merrains|H2205|fendeur-fendeuse-de-merrains
15336|H|22|05|Gestionnaire de parc à grumes|H2205|gestionnaire-de-parc-a-grumes
16417|H|22|05|Marqueur / Marqueuse de scierie|H2205|marqueur-marqueuse-de-scierie
17139|H|22|05|Opérateur / Opératrice de première transformation du bois d'oeuvre|H2205|operateur-operatrice-de-premiere-transformation-du-bois-d-oeuvre
17161|H|22|05|Opérateur / Opératrice de sciage bois|H2205|operateur-operatrice-de-sciage-bois
17461|H|22|05|Ouvrier / Ouvrière de scierie|H2205|ouvrier-ouvriere-de-scierie
19270|H|22|05|Rogneur / Rogneuse|H2205|rogneur-rogneuse
19324|H|22|05|Scieur / Scieuse bois|H2205|scieur-scieuse-bois
19329|H|22|05|Scieur / Scieuse de reprise|H2205|scieur-scieuse-de-reprise
19331|H|22|05|Scieur / Scieuse de tête|H2205|scieur-scieuse-de-tete
20401|H|22|05|Traceur-débiteur / Traceuse-débiteuse en première transformation du bois|H2205|traceur-debiteur-traceuse-debiteuse-en-premiere-transformation-du-bois
20422|H|22|05|Trancheur / Trancheuse bois|H2205|trancheur-trancheuse-bois
20454|H|22|05|Trieur-classeur / Trieuse-classeuse de bois|H2205|trieur-classeur-trieuse-classeuse-de-bois
20466|H|22|05|Tronçonneur / Tronçonneuse en première transformation du bois|H2205|tronconneur-tronconneuse-en-premiere-transformation-du-bois
15156|H|22|06|Foudrier / Foudrière|H2206|foudrier-foudriere
16377|H|22|06|Maquettiste naval / navale|H2206|maquettiste-naval-navale
16611|H|22|06|Menuisier / Menuisière|H2206|menuisier-menuisiere
16613|H|22|06|Menuisier / Menuisière atelier et pose|H2206|menuisier-menuisiere-atelier-et-pose
16615|H|22|06|Menuisier / Menuisière d'agencement|H2206|menuisier-menuisiere-d-agencement
16616|H|22|06|Menuisier / Menuisière d'atelier|H2206|menuisier-menuisiere-d-atelier
16617|H|22|06|Menuisier / Menuisière de bord|H2206|menuisier-menuisiere-de-bord
16618|H|22|06|Menuisier / Menuisière de restauration|H2206|menuisier-menuisiere-de-restauration
16619|H|22|06|Menuisier / Menuisière de ville|H2206|menuisier-menuisiere-de-ville
16614|H|22|06|Menuisier constructeur / Menuisière constructrice en décors de spectacle|H2206|menuisier-constructeur-menuisiere-constructrice-en-decors-de-spectacle
16622|H|22|06|Menuisier escaliéteur / Menuisière escaliéteuse|H2206|menuisier-escalieteur-menuisiere-escalieteuse
16624|H|22|06|Menuisier naval embarqué / Menuisière navale embarquée|H2206|menuisier-naval-embarque-menuisiere-navale-embarquee
16628|H|22|06|Menuisier-agenceur / Menuisière-agenceuse de cuisines ou de salles de bains|H2206|menuisier-agenceur-menuisiere-agenceuse-de-cuisines-ou-de-salles-de-bains
16630|H|22|06|Menuisier-maquettiste / Menuisière-maquettiste|H2206|menuisier-maquettiste-menuisiere-maquettiste
18215|H|22|06|Prototypiste bois|H2206|prototypiste-bois
20365|H|22|06|Tonnelier / Tonnelière de fabrication|H2206|tonnelier-tonneliere-de-fabrication
20366|H|22|06|Tonnelier réparateur / Tonnelière réparatrice|H2206|tonnelier-reparateur-tonneliere-reparatrice
20399|H|22|06|Traceur / Traceuse en menuiserie|H2206|traceur-traceuse-en-menuiserie
11497|H|22|07|Bâtonnier / Bâtonnière d'art|H2207|batonnier-batonniere-d-art
14541|H|22|07|Ebéniste|H2207|ebeniste
14542|H|22|07|Ebéniste d'art|H2207|ebeniste-d-art
14543|H|22|07|Ebéniste-marqueteur / Ebéniste-marqueteuse|H2207|ebeniste-marqueteur-ebeniste-marqueteuse
14544|H|22|07|Ebéniste-menuisier / Ebéniste-menuisière|H2207|ebeniste-menuisier-ebeniste-menuisiere
15038|H|22|07|Façonnier / Façonnière de meubles en bois et matériaux associés|H2207|faconnier-faconniere-de-meubles-en-bois-et-materiaux-associes
16620|H|22|07|Menuisier / Menuisière en meubles|H2207|menuisier-menuisiere-en-meubles
16621|H|22|07|Menuisier / Menuisière en sièges|H2207|menuisier-menuisiere-en-sieges
16629|H|22|07|Menuisier-ébéniste / Menuisière-ébéniste|H2207|menuisier-ebeniste-menuisiere-ebeniste
17488|H|22|07|Ouvrier / Ouvrière ébéniste |H2207|ouvrier-ouvriere-ebeniste
19221|H|22|07|Restaurateur / Restauratrice de meubles|H2207|restaurateur-restauratrice-de-meubles
19222|H|22|07|Restaurateur / Restauratrice de meubles anciens|H2207|restaurateur-restauratrice-de-meubles-anciens
11552|H|22|08|Boisselier / Boisselière|H2208|boisselier-boisseliere
14822|H|22|08|Encadreur / Encadreuse|H2208|encadreur-encadreuse
15025|H|22|08|Fabricant / Fabricante de jouets en bois|H2208|fabricant-fabricante-de-jouets-en-bois
15042|H|22|08|Façonnier / Façonnière d'ouvrages décoratifs en bois et matériaux associés|H2208|faconnier-faconniere-d-ouvrages-decoratifs-en-bois-et-materiaux-associes
16367|H|22|08|Maquettiste de modèles réduits en bois|H2208|maquettiste-de-modeles-reduits-en-bois
16414|H|22|08|Marqueteur / Marqueteuse|H2208|marqueteur-marqueteuse
16415|H|22|08|Marqueteur / Marqueteuse de paille|H2208|marqueteur-marqueteuse-de-paille
16945|H|22|08|Nacreur / Nacreuse|H2208|nacreur-nacreuse
16946|H|22|08|Nacrier / Nacrière|H2208|nacrier-nacriere
17789|H|22|08|Pipier / Pipière sur bois|H2208|pipier-pipiere-sur-bois
19233|H|22|08|Restaurateur / Restauratrice d'ouvrages décoratifs en bois|H2208|restaurateur-restauratrice-d-ouvrages-decoratifs-en-bois
19296|H|22|08|Sabotier / Sabotière|H2208|sabotier-sabotiere
19341|H|22|08|Sculpteur / Sculptrice statuaire bois|H2208|sculpteur-sculptrice-statuaire-bois
19342|H|22|08|Sculpteur / Sculptrice sur bois|H2208|sculpteur-sculptrice-sur-bois
19337|H|22|08|Sculpteur modeleur / Sculptrice modeleuse sur bois|H2208|sculpteur-modeleur-sculptrice-modeleuse-sur-bois
19615|H|22|08|Tabletier / Tabletière|H2208|tabletier-tabletiere
20377|H|22|08|Tourneur / Tourneuse sur bois|H2208|tourneur-tourneuse-sur-bois
10415|H|22|09|Agent / Agente de contrôle de montage sur bois|H2209|agent-agente-de-controle-de-montage-sur-bois
10545|H|22|09|Agent / Agente de planification en industrie du bois|H2209|agent-agente-de-planification-en-industrie-du-bois
10696|H|22|09|Agent / Agente des méthodes en industrie du bois|H2209|agent-agente-des-methodes-en-industrie-du-bois
14019|H|22|09|Dessinateur / Dessinatrice de charpentes en bois|H2209|dessinateur-dessinatrice-de-charpentes-en-bois
14021|H|22|09|Dessinateur / Dessinatrice de maisons à ossature bois|H2209|dessinateur-dessinatrice-de-maisons-a-ossature-bois
14026|H|22|09|Dessinateur / Dessinatrice de structures en bois|H2209|dessinateur-dessinatrice-de-structures-en-bois
14043|H|22|09|Dessinateur / Dessinatrice en agencement|H2209|dessinateur-dessinatrice-en-agencement
14045|H|22|09|Dessinateur / Dessinatrice en ameublement|H2209|dessinateur-dessinatrice-en-ameublement
14061|H|22|09|Dessinateur / Dessinatrice en industrie du bois|H2209|dessinateur-dessinatrice-en-industrie-du-bois
14068|H|22|09|Dessinateur / Dessinatrice en menuiserie|H2209|dessinateur-dessinatrice-en-menuiserie
14082|H|22|09|Dessinateur / Dessinatrice gabarits bois|H2209|dessinateur-dessinatrice-gabarits-bois
14093|H|22|09|Dessinateur-métreur / Dessinatrice-métreuse bois|H2209|dessinateur-metreur-dessinatrice-metreuse-bois
14094|H|22|09|Dessinateur-métreur / Dessinatrice-métreuse charpente|H2209|dessinateur-metreur-dessinatrice-metreuse-charpente
14099|H|22|09|Dessinateur-projeteur / Dessinatrice-projeteuse de charpentes en bois|H2209|dessinateur-projeteur-dessinatrice-projeteuse-de-charpentes-en-bois
14100|H|22|09|Dessinateur-projeteur / Dessinatrice-projeteuse de maisons à ossature bois|H2209|dessinateur-projeteur-dessinatrice-projeteuse-de-maisons-a-ossature-bois
14103|H|22|09|Dessinateur-projeteur / Dessinatrice-projeteuse de structures en bois|H2209|dessinateur-projeteur-dessinatrice-projeteuse-de-structures-en-bois
14106|H|22|09|Dessinateur-projeteur / Dessinatrice-projeteuse en agencement|H2209|dessinateur-projeteur-dessinatrice-projeteuse-en-agencement
14107|H|22|09|Dessinateur-projeteur / Dessinatrice-projeteuse en ameublement|H2209|dessinateur-projeteur-dessinatrice-projeteuse-en-ameublement
14125|H|22|09|Dessinateur-projeteur / Dessinatrice-projeteuse en menuiserie|H2209|dessinateur-projeteur-dessinatrice-projeteuse-en-menuiserie
14097|H|22|09|Dessinateur-projeteur calculateur / Dessinatrice-projeteuse calculatrice de structure bois|H2209|dessinateur-projeteur-calculateur-dessinatrice-projeteuse-calculatrice-de-structure-bois
19677|H|22|09|Technicien / Technicienne bois|H2209|technicien-technicienne-bois
19678|H|22|09|Technicien / Technicienne bois pour machine à commande numérique|H2209|technicien-technicienne-bois-pour-machine-a-commande-numerique
19701|H|22|09|Technicien / Technicienne contrôle-qualité en industrie du bois|H2209|technicien-technicienne-controle-qualite-en-industrie-du-bois
19749|H|22|09|Technicien / Technicienne de développement en industrie du bois|H2209|technicien-technicienne-de-developpement-en-industrie-du-bois
19771|H|22|09|Technicien / Technicienne de fabrication-production en industrie du bois|H2209|technicien-technicienne-de-fabrication-production-en-industrie-du-bois
19890|H|22|09|Technicien / Technicienne de planification en industrie du bois|H2209|technicien-technicienne-de-planification-en-industrie-du-bois
19947|H|22|09|Technicien / Technicienne des industries de l'ameublement et du bois|H2209|technicien-technicienne-des-industries-de-l-ameublement-et-du-bois
19962|H|22|09|Technicien / Technicienne d'études en industrie du bois|H2209|technicien-technicienne-d-etudes-en-industrie-du-bois
19966|H|22|09|Technicien / Technicienne d'études-recherche-développement en industrie du bois|H2209|technicien-technicienne-d-etudes-recherche-developpement-en-industrie-du-bois
20180|H|22|09|Technicien / Technicienne lancement-ordonnancement en industrie du bois|H2209|technicien-technicienne-lancement-ordonnancement-en-industrie-du-bois
20198|H|22|09|Technicien / Technicienne méthodes en industrie du bois|H2209|technicien-technicienne-methodes-en-industrie-du-bois
20227|H|22|09|Technicien / Technicienne prototypiste bois|H2209|technicien-technicienne-prototypiste-bois
20394|H|22|09|Traceur / Traceuse de structures en bois|H2209|traceur-traceuse-de-structures-en-bois
38188|H|23|01|Aide opérateur / Aide opératrice en industrie de la cosmétoparfumerie|H2301|aide-operateur-aide-operatrice-en-industrie-de-la-cosmetoparfumerie
10884|H|23|01|Aide-opérateur / Aide-opératrice en industrie chimique|H2301|aide-operateur-aide-operatrice-en-industrie-chimique
12189|H|23|01|Chef de ligne en industrie pharmaceutique|H2301|chef-de-ligne-en-industrie-pharmaceutique
12212|H|23|01|Chef de poste en industrie chimique|H2301|chef-de-poste-en-industrie-chimique
12865|H|23|01|Conducteur / Conductrice d'appareils de fabrication en industrie pharmaceutique|H2301|conducteur-conductrice-d-appareils-de-fabrication-en-industrie-pharmaceutique
12868|H|23|01|Conducteur / Conductrice d'appareils des industries chimiques|H2301|conducteur-conductrice-d-appareils-des-industries-chimiques
12979|H|23|01|Conducteur / Conductrice de ligne automatisée en industrie chimique|H2301|conducteur-conductrice-de-ligne-automatisee-en-industrie-chimique
13260|H|23|01|Conducteur / Conductrice d'enrobage en industrie pharmaceutique|H2301|conducteur-conductrice-d-enrobage-en-industrie-pharmaceutique
13268|H|23|01|Conducteur / Conductrice d'équipements de stérilisation en industrie pharmaceutique|H2301|conducteur-conductrice-d-equipements-de-sterilisation-en-industrie-pharmaceutique
13284|H|23|01|Conducteur / Conductrice d'installation polyvalente en industrie chimique|H2301|conducteur-conductrice-d-installation-polyvalente-en-industrie-chimique
38189|H|23|01|Conducteur / Conductrice en industrie de la cosmétoparfumerie|H2301|conducteur-conductrice-en-industrie-de-la-cosmetoparfumerie
17088|H|23|01|Opérateur / Opératrice de fabrication des industries chimiques|H2301|operateur-operatrice-de-fabrication-des-industries-chimiques
17090|H|23|01|Opérateur / Opératrice de fabrication en industrie pharmaceutique|H2301|operateur-operatrice-de-fabrication-en-industrie-pharmaceutique
17135|H|23|01|Opérateur / Opératrice de polymérisation|H2301|operateur-operatrice-de-polymerisation
17342|H|23|01|Opérateur / Opératrice technique de production en industrie pharmaceutique|H2301|operateur-operatrice-technique-de-production-en-industrie-pharmaceutique
17226|H|23|01|Opérateur extérieur / Opératrice extérieure en industrie chimique|H2301|operateur-exterieur-operatrice-exterieure-en-industrie-chimique
17250|H|23|01|Opérateur polyvalent / Opératrice polyvalente en industrie chimique|H2301|operateur-polyvalent-operatrice-polyvalente-en-industrie-chimique
17773|H|23|01|Pilote d'installation des industries chimiques|H2301|pilote-d-installation-des-industries-chimiques
17998|H|23|01|Préparateur / Préparatrice de liquides en industrie pharmaceutique|H2301|preparateur-preparatrice-de-liquides-en-industrie-pharmaceutique
18014|H|23|01|Préparateur / Préparatrice de solides en industrie pharmaceutique|H2301|preparateur-preparatrice-de-solides-en-industrie-pharmaceutique
18021|H|23|01|Préparateur / Préparatrice d'effervescents en industrie pharmaceutique|H2301|preparateur-preparatrice-d-effervescents-en-industrie-pharmaceutique
18022|H|23|01|Préparateur / Préparatrice d'injectables en industrie pharmaceutique|H2301|preparateur-preparatrice-d-injectables-en-industrie-pharmaceutique
38190|H|23|01|Préparateur / Préparatrice en industrie de la cosmétoparfumerie|H2301|preparateur-preparatrice-en-industrie-de-la-cosmetoparfumerie
19281|H|23|01|Rondier polyvalent / Rondière polyvalente en industrie chimique|H2301|rondier-polyvalent-rondiere-polyvalente-en-industrie-chimique
19612|H|23|01|Tableautiste en industrie chimique|H2301|tableautiste-en-industrie-chimique
19761|H|23|01|Technicien / Technicienne de fabrication en industrie chimique|H2301|technicien-technicienne-de-fabrication-en-industrie-chimique
19764|H|23|01|Technicien / Technicienne de fabrication en industrie pharmaceutique|H2301|technicien-technicienne-de-fabrication-en-industrie-pharmaceutique
19899|H|23|01|Technicien / Technicienne de procédés en industrie chimique|H2301|technicien-technicienne-de-procedes-en-industrie-chimique
19910|H|23|01|Technicien / Technicienne de production en industrie chimique|H2301|technicien-technicienne-de-production-en-industrie-chimique
19912|H|23|01|Technicien / Technicienne de production en industrie pharmaceutique|H2301|technicien-technicienne-de-production-en-industrie-pharmaceutique
38191|H|23|01|Technicien / Technicienne en industrie de la cosmétoparfumerie|H2301|technicien-technicienne-en-industrie-de-la-cosmetoparfumerie
10326|H|24|01|Afficheur / Afficheuse semelle|H2401|afficheur-afficheuse-semelle
11557|H|24|01|Bordeur / Bordeuse cuir|H2401|bordeur-bordeuse-cuir
11677|H|24|01|Cardeur verreur / Cardeuse verreuse|H2401|cardeur-verreur-cardeuse-verreuse
12650|H|24|01|Claqueur / Claqueuse|H2401|claqueur-claqueuse
13731|H|24|01|Cordonnier industriel / Cordonnière industrielle|H2401|cordonnier-industriel-cordonniere-industrielle
13806|H|24|01|Couseur / Couseuse de part en part ou blacke en chaussures|H2401|couseur-couseuse-de-part-en-part-ou-blacke-en-chaussures
13807|H|24|01|Couseur / Couseuse de trépointes|H2401|couseur-couseuse-de-trepointes
13808|H|24|01|Couseur / Couseuse petit point en chaussures|H2401|couseur-couseuse-petit-point-en-chaussures
13814|H|24|01|Couturier industriel / Couturière industrielle bâches|H2401|couturier-industriel-couturiere-industrielle-baches
13816|H|24|01|Couturier industriel / Couturière industrielle stores|H2401|couturier-industriel-couturiere-industrielle-stores
13818|H|24|01|Couturier industriel / Couturière industrielle voiles|H2401|couturier-industriel-couturiere-industrielle-voiles
15159|H|24|01|Fraiseur / Fraiseuse cuir|H2401|fraiseur-fraiseuse-cuir
15178|H|24|01|Gainier industriel / Gainière industrielle|H2401|gainier-industriel-gainiere-industrielle
15239|H|24|01|Garnisseur / Garnisseuse en industrie|H2401|garnisseur-garnisseuse-en-industrie
16412|H|24|01|Maroquinier industriel / Maroquinière industrielle|H2401|maroquinier-industriel-maroquiniere-industrielle
16440|H|24|01|Mécanicien - assembleur / Mécanicienne - assembleuse en maroquinerie|H2401|mecanicien-assembleur-mecanicienne-assembleuse-en-maroquinerie
16752|H|24|01|Monteur / Monteuse à la pointe en chaussures|H2401|monteur-monteuse-a-la-pointe-en-chaussures
16759|H|24|01|Monteur / Monteuse bout en chaussures|H2401|monteur-monteuse-bout-en-chaussures
16760|H|24|01|Monteur / Monteuse combiné en chaussures|H2401|monteur-monteuse-combine-en-chaussures
16812|H|24|01|Monteur / Monteuse en chaussures|H2401|monteur-monteuse-en-chaussures
16833|H|24|01|Monteur / Monteuse en maroquinerie - sellerie - bourrellerie|H2401|monteur-monteuse-en-maroquinerie-sellerie-bourrellerie
17060|H|24|01|Opérateur / Opératrice d'assemblage - montage des industries des cuirs, peaux et matériaux associés (hors vêtements)|H2401|operateur-operatrice-d-assemblage-montage-des-industries-des-cuirs-peaux-et-materiaux-associes-hors-vetements
17091|H|24|01|Opérateur / Opératrice de fabrication en maroquinerie industrielle|H2401|operateur-operatrice-de-fabrication-en-maroquinerie-industrielle
17379|H|24|01|Ourleur / Ourleuse cuir|H2401|ourleur-ourleuse-cuir
17421|H|24|01|Ouvrier / Ouvrière d'assemblage-finissage en chaussures|H2401|ouvrier-ouvriere-d-assemblage-finissage-en-chaussures
17497|H|24|01|Ouvrier / Ouvrière en sellerie - garnissage|H2401|ouvrier-ouvriere-en-sellerie-garnissage
17796|H|24|01|Piqueur / Piqueuse en chaussures|H2401|piqueur-piqueuse-en-chaussures
17798|H|24|01|Piqueur / Piqueuse en ganterie|H2401|piqueur-piqueuse-en-ganterie
17799|H|24|01|Piqueur / Piqueuse en maroquinerie|H2401|piqueur-piqueuse-en-maroquinerie
17800|H|24|01|Piqueur / Piqueuse façon sellier|H2401|piqueur-piqueuse-facon-sellier
19630|H|24|01|Talonneur / Talonneuse|H2401|talonneur-talonneuse
19635|H|24|01|Tapissier industriel / Tapissière industrielle|H2401|tapissier-industriel-tapissiere-industrielle
10449|H|24|02|Agent / Agente de fabrication des industries de l'habillement et autres fabrications à base d'étoffes|H2402|agent-agente-de-fabrication-des-industries-de-l-habillement-et-autres-fabrications-a-base-d-etoffes
11177|H|24|02|Assembleur-monteur / Assembleuse-monteuse des industries de l'habillement en cuir, peaux et matériaux associés|H2402|assembleur-monteur-assembleuse-monteuse-des-industries-de-l-habillement-en-cuir-peaux-et-materiaux-associes
11582|H|24|02|Boutonniériste|H2402|boutonnieriste
12706|H|24|02|Colleteur / Colleteuse en industrie de l'habillement|H2402|colleteur-colleteuse-en-industrie-de-l-habillement
13809|H|24|02|Couseur / Couseuse sur surjeteuse|H2402|couseur-couseuse-sur-surjeteuse
13815|H|24|02|Couturier industriel / Couturière industrielle de l'habillement|H2402|couturier-industriel-couturiere-industrielle-de-l-habillement
13817|H|24|02|Couturier industriel / Couturière industrielle sur tissu|H2402|couturier-industriel-couturiere-industrielle-sur-tissu
14612|H|24|02|Elastiqueur / Elastiqueuse|H2402|elastiqueur-elastiqueuse
16500|H|24|02|Mécanicien / Mécanicienne des industries de l'habillement|H2402|mecanicien-mecanicienne-des-industries-de-l-habillement
16506|H|24|02|Mécanicien / Mécanicienne en confection|H2402|mecanicien-mecanicienne-en-confection
16526|H|24|02|Mécanicien / Mécanicienne pièce entière en industrie de l'habillement|H2402|mecanicien-mecanicienne-piece-entiere-en-industrie-de-l-habillement
16531|H|24|02|Mécanicien / Mécanicienne série en industrie de l'habillement|H2402|mecanicien-mecanicienne-serie-en-industrie-de-l-habillement
17197|H|24|02|Opérateur / Opératrice en confection|H2402|operateur-operatrice-en-confection
17247|H|24|02|Opérateur / Opératrice piquage|H2402|operateur-operatrice-piquage
17287|H|24|02|Opérateur / Opératrice sur machine à cycle semi-automatique de l'habillement et autres fabrications à base d'étoffes|H2402|operateur-operatrice-sur-machine-a-cycle-semi-automatique-de-l-habillement-et-autres-fabrications-a-base-d-etoffes
17306|H|24|02|Opérateur / Opératrice sur machine plate en industrie de l'habillement et autres fabrications à base d'étoffes|H2402|operateur-operatrice-sur-machine-plate-en-industrie-de-l-habillement-et-autres-fabrications-a-base-d-etoffes
17309|H|24|02|Opérateur / Opératrice sur machine spéciale en industrie de l'habillement et autres fabrications à base d'étoffes|H2402|operateur-operatrice-sur-machine-speciale-en-industrie-de-l-habillement-et-autres-fabrications-a-base-d-etoffes
17345|H|24|02|Opérateur / Opératrice textile|H2402|operateur-operatrice-textile
17377|H|24|02|Ouatineur / Ouatineuse|H2402|ouatineur-ouatineuse
17380|H|24|02|Ourleur / Ourleuse ganterie|H2402|ourleur-ourleuse-ganterie
17381|H|24|02|Ourleur / Ourleuse points invisibles en industrie de l'habillement|H2402|ourleur-ourleuse-points-invisibles-en-industrie-de-l-habillement
17382|H|24|02|Ourleur / Ourleuse revers en industrie de l'habillement|H2402|ourleur-ourleuse-revers-en-industrie-de-l-habillement
17534|H|24|02|Ouvrier / Ouvrière sur machine à cycle semi-automatique en bonneterie|H2402|ouvrier-ouvriere-sur-machine-a-cycle-semi-automatique-en-bonneterie
17535|H|24|02|Ouvrier / Ouvrière sur machine spéciale de bonneterie|H2402|ouvrier-ouvriere-sur-machine-speciale-de-bonneterie
17793|H|24|02|Piqueur / Piqueuse collection|H2402|piqueur-piqueuse-collection
17794|H|24|02|Piqueur / Piqueuse en bonneterie|H2402|piqueur-piqueuse-en-bonneterie
17795|H|24|02|Piqueur / Piqueuse en broderie sur tissu chaîne et trame|H2402|piqueur-piqueuse-en-broderie-sur-tissu-chaine-et-trame
17797|H|24|02|Piqueur / Piqueuse en confection|H2402|piqueur-piqueuse-en-confection
17790|H|24|02|Piqueur brodeur / Piqueuse brodeuse de dentelle sur machine|H2402|piqueur-brodeur-piqueuse-brodeuse-de-dentelle-sur-machine
17791|H|24|02|Piqueur brodeur / Piqueuse brodeuse sur machine en articles maille|H2402|piqueur-brodeur-piqueuse-brodeuse-sur-machine-en-articles-maille
17792|H|24|02|Piqueur brodeur / Piqueuse brodeuse sur machine en ganterie|H2402|piqueur-brodeur-piqueuse-brodeuse-sur-machine-en-ganterie
18263|H|24|02|Rabatteur / Rabatteuse canon des industries de l'habillement et autres fabrications à base d'étoffe|H2402|rabatteur-rabatteuse-canon-des-industries-de-l-habillement-et-autres-fabrications-a-base-d-etoffe
18504|H|24|02|Remmailleur / Remmailleuse en articles chaussants|H2402|remmailleur-remmailleuse-en-articles-chaussants
18505|H|24|02|Remmailleur / Remmailleuse en articles maille|H2402|remmailleur-remmailleuse-en-articles-maille
19579|H|24|02|Surfileur / Surfileuse|H2402|surfileur-surfileuse
19581|H|24|02|Surjeteur / Surjeteuse en articles maille|H2402|surjeteur-surjeteuse-en-articles-maille
19582|H|24|02|Surjeteur / Surjeteuse en ganterie|H2402|surjeteur-surjeteuse-en-ganterie
19583|H|24|02|Surjeteur-raseur / Surjeteuse-raseuse|H2402|surjeteur-raseur-surjeteuse-raseuse
11553|H|24|03|Bonnetier / Bonnetière sur métier circulaire grand diamètre|H2403|bonnetier-bonnetiere-sur-metier-circulaire-grand-diametre
11554|H|24|03|Bonnetier / Bonnetière sur métier circulaire petit diamètre|H2403|bonnetier-bonnetiere-sur-metier-circulaire-petit-diametre
11555|H|24|03|Bonnetier / Bonnetière sur métier rectiligne|H2403|bonnetier-bonnetiere-sur-metier-rectiligne
11602|H|24|03|Brodeur / Brodeuse sur machine multitête|H2403|brodeur-brodeuse-sur-machine-multitete
13016|H|24|03|Conducteur / Conductrice de machines à tisser|H2403|conducteur-conductrice-de-machines-a-tisser
13017|H|24|03|Conducteur / Conductrice de machines à tricoter|H2403|conducteur-conductrice-de-machines-a-tricoter
13018|H|24|03|Conducteur / Conductrice de machines à tufter en industrie textile|H2403|conducteur-conductrice-de-machines-a-tufter-en-industrie-textile
13027|H|24|03|Conducteur / Conductrice de machines de fabrication de produits textiles|H2403|conducteur-conductrice-de-machines-de-fabrication-de-produits-textiles
13086|H|24|03|Conducteur / Conductrice de machines de tissage|H2403|conducteur-conductrice-de-machines-de-tissage
13105|H|24|03|Conducteur / Conductrice de métiers à crochet|H2403|conducteur-conductrice-de-metiers-a-crochet
13106|H|24|03|Conducteur / Conductrice de métiers à tricoter|H2403|conducteur-conductrice-de-metiers-a-tricoter
15082|H|24|03|Fileur / Fileuse en broderie|H2403|fileur-fileuse-en-broderie
15084|H|24|03|Fileur / Fileuse sur métiers classiques|H2403|fileur-fileuse-sur-metiers-classiques
17327|H|24|03|Opérateur / Opératrice sur métier Jacquard électronique|H2403|operateur-operatrice-sur-metier-jacquard-electronique
18267|H|24|03|Racheliste|H2403|racheliste
19292|H|24|03|Rubanier / Rubanière|H2403|rubanier-rubaniere
19598|H|24|03|Surveillant / Surveillante d'installations de production de tissus et étoffes|H2403|surveillant-surveillante-d-installations-de-production-de-tissus-et-etoffes
20344|H|24|03|Tisserand / Tisserande en industrie textile|H2403|tisserand-tisserande-en-industrie-textile
20347|H|24|03|Tisseur / Tisseuse sur machines à tisser|H2403|tisseur-tisseuse-sur-machines-a-tisser
20442|H|24|03|Tricoteur / Tricoteuse|H2403|tricoteur-tricoteuse
20469|H|24|03|Tulliste|H2403|tulliste
20470|H|24|03|Tulliste en guipure|H2403|tulliste-en-guipure
11531|H|24|04|Bobineur assembleur / Bobineuse assembleuse en filature textile|H2404|bobineur-assembleur-bobineuse-assembleuse-en-filature-textile
11546|H|24|04|Bobinier / Bobinière en filature textile|H2404|bobinier-bobiniere-en-filature-textile
11676|H|24|04|Cardeur / Cardeuse en industrie textile|H2404|cardeur-cardeuse-en-industrie-textile
12881|H|24|04|Conducteur / Conductrice de banc d'étirage|H2404|conducteur-conductrice-de-banc-d-etirage
12906|H|24|04|Conducteur / Conductrice de cardes fileuses|H2404|conducteur-conductrice-de-cardes-fileuses
12924|H|24|04|Conducteur / Conductrice de convertisseurs en industrie textile|H2404|conducteur-conductrice-de-convertisseurs-en-industrie-textile
12928|H|24|04|Conducteur / Conductrice de craqueuses en industrie textile|H2404|conducteur-conductrice-de-craqueuses-en-industrie-textile
12999|H|24|04|Conducteur / Conductrice de ligne sur machine Open-End|H2404|conducteur-conductrice-de-ligne-sur-machine-open-end
13030|H|24|04|Conducteur / Conductrice de machine de filature textile|H2404|conducteur-conductrice-de-machine-de-filature-textile
13034|H|24|04|Conducteur / Conductrice de machine de production et transformation des fils|H2404|conducteur-conductrice-de-machine-de-production-et-transformation-des-fils
